"waterbody","date","dateNUTR","year","town","latitude","longitude","state","data_source","mult_survey","off_season","surfacearea_ha","surfaceaarea_sqm","perimeter_m","shoreline_development","depth_max_m","depth_avg_m","forested_shoreline_prop","inflow","outflow","FP_presence","FPcover_avg","FPcover_max","FPcover_min","azolla","eichhornia_crassipes","lemna_minor","lemna_trisulca","lemna_valdiviana","riccia","spirodela_polyrhiza","wolffia","wolffia_borealis","wolffia_brasiliensis","allplant_species_richness","FP_species_richness","nonFP_species_richness","regime","azolla_cover_prop","lminor_cover_prop","lvaldiviana_cover_prop","ltrisulca_cover_prop","riccia_cover_prop","spolyrhiza_cover_prop","wolffia_cover_prop","wbrasiliensis_cover_prop","wborealis_cover_prop","TOTP_n","TOTP_avg","TOTP_SE","PO4_n","PO4_avg","PO4_SE","TOTN_n","TOTN_avg","TOTN_SE","NO3_n","NO3_avg","NO3_SE","NH4_n","NH4_avg","NH4_SE","totNtotP_n","totNtotP_avg","totNtotP_SE","PH_n","PH_avg","PH_SE","COND_n","COND_avg","COND_SE","DO_n","DO_avg","DO_SE","TEMP_n","TEMP_avg","TEMP_SE","ALK_n","ALK_avg","ALK_SE","secchi_n","secchi_avg","secchi_SE","notes","alisma","alisma_subcordatum","brasenia","cabomba","callitriche","callitriche_verna","callitriche_hetero","callitriche_stag","cardamine","ceratophyllum_dem","ceratophyllum_echin","charphyte","decodon","egeria","elatine","elatine_ameri","elatine_minima","elatine_triandra","eleocharis","eleocharis_acic","eleocharis_ellip","ellocharis_parv","elodea_canad","elodea_nutt","eriocaulon_aqua","fil_algae","glossostigma","gratiola","hydrilla","isoetes","isoetes_acad","isoetes_eaton","isoetes_echino","isoetes_engel","isoetes_lacus","isoetes_tuck","juncus","juncus_pelo","lobelia","ludwigia","ludwigia_dub","ludwigia_lac","ludwigia_pal","marsilea","megalodonta","myosotis","myriophyllum","myriophyllum_alt","myriophyllum_aqua","myriophyllum_hetero","myriophyllum_hetero_lax","myriophyllum_hum","myriophyllum_ten","myriophyllum_sibi","myriophyllum_spic","najas_flex","najas_grac","najas_guad","najas_minor","nasturtium","nelumbo","nuphar","nymphaea_odor","nymphaea_odor_odor","nymphaea_odor_tuber","nymphoides","nymphoides_cordata","nymphoides_pelt","peltandra","phragmites","polygonum","polygonum_amphi","polygonum_hydro","pontederia","potamogeton","potamogeton_ampli","potamogeton_berch","potamogeton_biculp","potamogeton_conferv","potamogeton_crispus","potamogeton_epi","potamogeton_foli","potamogeton_frie","potamogeton_grami","potamogeton_ilino","potamogeton_ilino_hybrid","potamogeton_natans","potamogeton_nodos","potamogeton_oakes","potamogeton_palus","potamogeton_perfo","potamogeton_pulch","potamogeton_pusil","potamogeton_prael","potamogeton_rich","potamogeton_robb","potamogeton_spir","potamogeton_vase","potamogeton_zost","proserpinaca","ranunculus","sagittaria","sagittaria_gram","sagittaria_lati","schoenoplectus","sparganium","sparganium_ameri","stuckenia","trapa","typha","typha_latif","sedge","utricularia","utricularia_gemi","utricularia_gibb","utricularia_inter","utricularia_macro","utricularia_mini","utricularia_mino","utricularia_purp","utricularia_radi","utricularia_subu","utricularia_vulg","vallisneria","zannichellia","zosterella"
"Town Mill Pond ","combined","7/13/2012","comb","Guilford",41.2912,72.6899,"CT","CAES/MJM","Y","Y",1.17,11332.391,553.98,1.468,2,NA,0.7861,NA,NA,"Y",0.0268,0.0472,0.0064,0,0,1,0,0,0,1,0,0,1,13,3,10,"SAV",0,0.01177,0,0,0,0.015,0,2e-05,0,3,0.03,0.0079,NA,NA,NA,3,1.14267,0.273,NA,NA,NA,NA,NA,NA,NA,35.3871,NA,3,6.5267,0.5413,3,188.2056,36.4265,2,8.1,1.1,2,16.175,7.725,2,45.9,18.5,1,2,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Twin Lake, North","combined","combined","comb","Simsbury",41.82,72.8227,"CT","CAES","Y","N",5.42,53965.87,1907.28,2.316,2,NA,0.1017,NA,NA,"Y",0.0714,0.1013,0.0416,0,0,0,0,0,0,1,0,0,0,16,1,15,"SAV",0,0,0,0,0,0.07145,0,0,0,2,0.0421,0.0264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.1,0.45,2,250.75,44.25,2,7.9,1.2,2,26.45,0.85,2,46.5,11.625,2,1.5,0,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Twin Lake, South","7/5/2012","7/5/2012","2012","Simsbury",41.8176,72.8234,"CT","CAES","N","N",6.6,67394.28,1101.4,1.197,3.5,NA,0.809,NA,NA,"Y",0.0401,0.0401,0.0401,0,0,0,0,0,0,1,0,0,0,10,1,9,"SAV",0,0,0,0,0,0.04011,0,0,0,2,0.0218,0.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.5,0.5,2,313.5,18.5,1,9.5,NA,1,26.5,NA,2,62.25,3,1,2,NA,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Twin Lakes Golf Course Pond","9/13/2013","9/13/2013","2013","North  Branford ",41.316418,72.781731,"CT","MJM","N","N",0.1743,1743,216.9,1.466,1,NA,0.798,NA,NA,"Y",1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"FP",0,0,0,0,0,0,0,1,0,1,0.02877,NA,NA,NA,NA,1,0.4956,NA,NA,NA,NA,NA,NA,NA,NA,17.2282,NA,NA,NA,NA,1,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qualitative estimate of FP cover; no data on FP species % composition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyler Lake","combined","8/30/2005","comb","Goshen",41.8377,73.2614,"CT","CAES","Y","N",75.68,756762.151,5360.18,1.746,7,4,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,"SAV",0,0,0,0,0,0,0,0,0,2,0.0245,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.63,0.23,2,114.58,20.43,2,8.25,0.15,2,22.6,1,2,39.19,4.31,2,2.3,0.2,"",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0
"Ulbrich Reservoir","7/18/2005","7/18/2005","2005","Wallingford",41.4467,72.7441,"CT","CAES","N","N",62.32,622080.487,4931.41,1.764,7,NA,0.7601,NA,NA,"Y",4e-04,4e-04,4e-04,0,0,1,0,0,0,0,0,0,0,8,1,7,"SAV",0,0.00037,0,0,0,0,0,0,0,2,0.0285,0.0255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.4,1,2,136,15,1,8.2,NA,1,25.9,NA,2,61.5,7.5,1,2.6,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Upper Guilford Lake","8/5/2008","8/5/2008","2008","Guilford",41.3381,72.6815,"CT","CAES","N","N",5.26,52609.133,1669.43,2.051,2,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,"SAV",0,0,0,0,0,0,0,0,0,2,0.027,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.7,0.1,2,66.5,1.5,1,4.9,NA,1,22.8,NA,2,11.5,0.5,1,0.6,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
"Upper Moodus Reservoir","7/16/2012","7/16/2012","2012","East Haddam",41.504,72.407,"CT","CAES","N","N",178.06,1780616.82,11613.47,2.82,3,NA,0.6213,NA,NA,"Y",0.0022,0.0022,0.0022,0,0,1,0,0,0,0,1,0,0,36,2,34,"SAV",0,0,0,0,0,0,0,0,0,2,0.0697,0.0124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.55,0.25,2,55,0,1,8.8,NA,1,28.9,NA,2,9.375,0.375,1,1.5,NA,"",1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
"Upper Yaphank Lake","combined","2/29/2012","comb","Yaphank",40.8434,72.937,"NY","MJM","Y","N",7.4,73966.07,2087.24,2.165,1.829,NA,0.8628,NA,NA,"Y",0.0015,0.0029,1e-04,0,0,1,0,0,0,1,0,0,0,2,2,0,"SAV",0,1e-05,0,0,0,1e-05,0,0,0,4,0.01829,0.00059,2,0.03743,0.01537408,4,0.84712,0.16994,2,0.673,0.261270837,2,0.07077,0.030459159,NA,46.3058,NA,2,7.02125,0.14625,2,153.0125,9.3625,4,8.025,0.332603367,4,26.9,0.441588043,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wah Wah Taysee Pond","9/21/2009","9/21/2009","2009","North Haven",41.4169,72.8846,"CT","CAES","N","N",0.57,5338.45,297.87,1.15,2,NA,1,NA,NA,"Y",0.0153,0.0153,0.0153,0,0,1,0,0,0,0,0,0,0,5,1,4,"SAV",0,0.01532,0,0,0,0,0,0,0,2,0.028,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.15,0.05,2,132,20,1,9.6,NA,1,20.4,NA,2,93.05,8.25,1,2,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wampum Hill Pond","9/9/2005","9/9/2005","2005","Wilton",41.2299,73.4135,"CT","CAES","N","N",0.16,1735.12,159.39,1.079,1.5,NA,1,NA,NA,"Y",0.8822,1,0.7644,0,0,1,0,0,0,1,0,0,1,9,3,6,"FP",0,0.20194,0,0,0,0.28121,0,0.28121,0,2,0.178,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.85,0.05,2,152.5,35.5,1,1.2,NA,1,18.3,NA,2,37.88,16.875,1,0.7,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Waubeeka Lake","9/28/2005","9/28/2005","2005","Danbury",41.3499,73.4593,"CT","CAES","N","N",14.45,143700.6,2497.47,1.859,2.5,NA,0.8354,NA,NA,"Y",8e-04,8e-04,8e-04,0,0,1,0,0,0,0,0,0,0,13,1,12,"SAV",0,0.00081,0,0,0,0,0,0,0,2,0.013,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.25,0.15,2,199,1,1,7,NA,1,21.2,NA,2,48,0,1,2.4,NA,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"West Hill Pond","combined","9/14/2012","comb","New Hartford",41.8779,73.0441,"CT","CAES","Y","N",99.15,991479.82,5012.71,1.424,13,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,"SAV",0,0,0,0,0,0,0,0,0,2,0.0108,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.975,0.925,2,54.5,0,2,0.05065,0.04915,2,23.35,0.25,2,19.7125,11.0875,2,8.4,1.8,"",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"West Lake","combined","7/26/2010","comb","Guilford",41.339,72.7341,"CT","CAES","Y","N",21.12,211245.905,2402.28,1.487,5,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,"SAV",0,0,0,0,0,0,0,0,0,2,0.0502,0.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.075,0.425,2,236,55,2,0.05065,0.04915,1,26.8,NA,2,69.2,24.55,1,2.5,NA,"",0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"West Pond Road Pond","9/13/2013","9/13/2013","2013","North  Branford ",41.333973,72.7438,"CT","MJM","N","N",0.0281,281,69.7,1.173,1,NA,1,NA,NA,"Y",1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,"FP",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.07824,NA,NA,NA,NA,1,0.83661,NA,NA,NA,NA,NA,NA,NA,NA,10.6927,NA,NA,NA,NA,1,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qualitative estimate of FP cover; no data on FP species % composition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West Side Pond","combined","8/29/2012","comb","Goshen",41.8552,73.2565,"CT","CAES","Y","N",16.96,169563.284,1727.66,1.206,9,4.5,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,"SAV",0,0,0,0,0,0,0,0,0,2,0.2151,0.0446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.7,0.15,2,134.25,15.25,2,0.05065,0.04915,2,23.25,0.55,2,54.575,7.325,2,3.95,1.15,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Williams Brook (Highland Lake) ","9/2/2005","9/2/2005","2005","Ledyard",41.4382,71.9696,"CT","CAES","N","N",3.2,32053.527,863.08,1.36,2,NA,0.6775,NA,NA,"Y",9e-04,9e-04,9e-04,0,0,1,0,0,0,0,0,0,0,10,1,9,"SAV",0,0.00089,0,0,0,0,0,0,0,2,0.074,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.1,2,97.5,0.5,1,5.6,NA,1,25.9,NA,2,13.5,1.5,1,1.5,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Williams Pond","6/23/2009","6/23/2009","2009","Lebanon",41.6349,72.3087,"CT","CAES","N","N",101.17,1011714.105,7948.49,2.211,2.3,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,"SAV",0,0,0,0,0,0,0,0,0,2,0.0135,0.0035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.9,0,2,56,0,1,7.9,NA,1,20.3,NA,2,12,0,1,2.3,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"Williamson Pond","8/18/2008","8/18/2008","2008","Columbia",41.7031,72.2582,"CT","CAES","N","N",0.04,404.686,74.58,1.103,1.5,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,"SAV",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.45,0.05,2,88.5,3.5,1,41.1,NA,1,20.5,NA,1,59,NA,1,1.8,NA,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Winchester Lake","9/5/2007","9/5/2007","2007","Winchester",41.9087,73.1507,"CT","CAES","N","N",99.55,995526.679,8411.03,2.388,5.182,3,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,"SAV",0,0,0,0,0,0,0,0,0,2,0.0035,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.85,0.05,2,34,0,1,8.4,NA,1,19.1,NA,2,4.15,0.35,1,3,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"Winnemaug Lake","9/6/2005","9/6/2005","2005","Watertown",41.5837,73.1277,"CT","CAES","N","N",45.69,456890.09,4696.18,1.965,5,2.5,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,"SAV",0,0,0,0,0,0,0,0,0,2,0.0305,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.35,0.05,2,228,0,1,8.3,NA,1,26.3,NA,2,22.5,0,1,1.1,NA,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Wintergreen Lake","combined","8/9/2004","comb","Hamden",41.3539,72.9689,"CT","CAES","Y","N",17.97,179680.425,2551.7,1.751,8,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,"SAV",0,0,0,0,0,0,0,0,0,2,0.0331,0.0046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.05,0.15,2,46.25,8.05,2,0.05065,0.04915,2,24.1,2.1,2,11.625,2.625,2,3.1,0.6,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Woodridge Lake","6/8/2010","6/8/2010","2010","West Hartford",41.7369,72.7654,"CT","CAES","N","N",24.28,242811.385,3429.32,2.003,2,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,"SAV",0,0,0,0,0,0,0,0,0,2,0.0361,0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.95,0.05,2,413.5,2.5,1,7.9,NA,1,24.3,NA,2,69.4,1.1,1,2,NA,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
