"waterbody","date","dateNUTR","year","town","latitude","longitude","state","data_source","mult_survey","off_season","surfacearea_ha","surfaceaarea_sqm","perimeter_m","shoreline_development","depth_max_m","depth_avg_m","forested_shoreline_prop","inflow","outflow","FP_presence","FPcover_avg","FPcover_max","FPcover_min","azolla","eichhornia_crassipes","lemna_minor","lemna_trisulca","lemna_valdiviana","riccia","spirodela_polyrhiza","wolffia","wolffia_borealis","wolffia_brasiliensis","allplant_species_richness","FP_species_richness","nonFP_species_richness","regime","azolla_cover_prop","lminor_cover_prop","lvaldiviana_cover_prop","ltrisulca_cover_prop","riccia_cover_prop","spolyrhiza_cover_prop","wolffia_cover_prop","wbrasiliensis_cover_prop","wborealis_cover_prop","TOTP_n","TOTP_avg","TOTP_SE","PO4_n","PO4_avg","PO4_SE","TOTN_n","TOTN_avg","TOTN_SE","NO3_n","NO3_avg","NO3_SE","NH4_n","NH4_avg","NH4_SE","totNtotP_n","totNtotP_avg","totNtotP_SE","PH_n","PH_avg","PH_SE","COND_n","COND_avg","COND_SE","DO_n","DO_avg","DO_SE","TEMP_n","TEMP_avg","TEMP_SE","ALK_n","ALK_avg","ALK_SE","secchi_n","secchi_avg","secchi_SE","notes","alisma","alisma_subcordatum","brasenia","cabomba","callitriche","callitriche_verna","callitriche_hetero","callitriche_stag","cardamine","ceratophyllum_dem","ceratophyllum_echin","charphyte","decodon","egeria","elatine","elatine_ameri","elatine_minima","elatine_triandra","eleocharis","eleocharis_acic","eleocharis_ellip","ellocharis_parv","elodea_canad","elodea_nutt","eriocaulon_aqua","fil_algae","glossostigma","gratiola","hydrilla","isoetes","isoetes_acad","isoetes_eaton","isoetes_echino","isoetes_engel","isoetes_lacus","isoetes_tuck","juncus","juncus_pelo","lobelia","ludwigia","ludwigia_dub","ludwigia_lac","ludwigia_pal","marsilea","megalodonta","myosotis","myriophyllum","myriophyllum_alt","myriophyllum_aqua","myriophyllum_hetero","myriophyllum_hetero_lax","myriophyllum_hum","myriophyllum_ten","myriophyllum_sibi","myriophyllum_spic","najas_flex","najas_grac","najas_guad","najas_minor","nasturtium","nelumbo","nuphar","nymphaea_odor","nymphaea_odor_odor","nymphaea_odor_tuber","nymphoides","nymphoides_cordata","nymphoides_pelt","peltandra","phragmites","polygonum","polygonum_amphi","polygonum_hydro","pontederia","potamogeton","potamogeton_ampli","potamogeton_berch","potamogeton_biculp","potamogeton_conferv","potamogeton_crispus","potamogeton_epi","potamogeton_foli","potamogeton_frie","potamogeton_grami","potamogeton_ilino","potamogeton_ilino_hybrid","potamogeton_natans","potamogeton_nodos","potamogeton_oakes","potamogeton_palus","potamogeton_perfo","potamogeton_pulch","potamogeton_pusil","potamogeton_prael","potamogeton_rich","potamogeton_robb","potamogeton_spir","potamogeton_vase","potamogeton_zost","proserpinaca","ranunculus","sagittaria","sagittaria_gram","sagittaria_lati","schoenoplectus","sparganium","sparganium_ameri","stuckenia","trapa","typha","typha_latif","sedge","utricularia","utricularia_gemi","utricularia_gibb","utricularia_inter","utricularia_macro","utricularia_mini","utricularia_mino","utricularia_purp","utricularia_radi","utricularia_subu","utricularia_vulg","vallisneria","zannichellia","zosterella"
"Howells Pond","8/12/2005","8/12/2005","2005","Hartland",42.0222,72.9929,"CT","CAES","N","N",5.79,57870.047,1164.63,1.372,2.468,1.95,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,"SAV",0,0,0,0,0,0,0,0,0,2,0.0375,0.0225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.4,0.2,2,29.5,2.5,1,5.2,NA,1,30.2,NA,2,4.5,0.75,1,1.2,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hummers Pond","7/28/2005","7/28/2005","2005","Madison",41.2835,72.5827,"CT","CAES","N","N",3.08,30863.362,1241.61,1.994,2,NA,0.733,NA,NA,"Y",0.44,0.44,0.44,0,0,0,0,0,0,0,0,0,1,9,1,8,"SAV",0,0,0,0,0,0,0,0.44,0,2,0.0755,0.0135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.05,0.05,2,196.5,0.5,1,2,NA,1,26.2,NA,2,31.5,0,1,1.5,NA,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Indian Lake (1)","8/3/2006","8/3/2006","2006","Orange",41.2505,73.01,"CT","CAES","N","N",10.93,110605.371,2390.98,2.028,4,NA,0.3738,NA,NA,"Y",0.0333,0.0333,0.0333,0,0,1,0,0,0,0,0,0,1,13,2,11,"SAV",0,0.02018,0,0,0,0,0,0.01312,0,2,0.069,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.05,0.75,2,228.5,33.5,1,9.8,NA,1,31.8,NA,2,55.9,19.9,1,1,NA,"",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indian Lake (2)","8/10/2009","8/10/2009","2009","Sharon",41.9183,73.4946,"CT","CAES","N","N",82.96,822521.513,5079.46,1.58,3,NA,0.6055,NA,NA,"Y",6e-04,6e-04,6e-04,0,0,0,0,0,0,1,0,0,0,21,1,20,"SAV",0,0,0,0,0,0.00058,0,0,0,2,0.014,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.5,0.1,2,116.25,3.75,1,6.2,NA,1,27.4,NA,2,274,7,1,2,NA,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"Ingham Pond (Lake Rockview)","7/22/2005","7/22/2005","2005","Old Saybrook",41.299,72.3968,"CT","CAES","N","N",5.79,57870.047,1173.72,1.311,10,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,"SAV",0,0,0,0,0,0,0,0,0,2,0.039,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.8,0.1,2,78.3,4.5,1,7.6,NA,1,30.7,NA,2,12.75,3.75,1,3.7,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Ivoryton Pond","8/21/2006","8/21/2006","2006","Ivoryton",41.3475,72.4342,"CT","CAES","N","N",1.01,10117.141,446.35,1.482,2,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,"SAV",0,0,0,0,0,0,0,0,0,2,0.055,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.6,0,2,89.5,8,1,7.1,NA,1,24,NA,2,29.25,1.55,1,2,NA,"",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Keley (Kelsey) Pond","8/8/2006","8/8/2006","2006","Guilford",41.3605,72.7038,"CT","CAES","N","N",4.45,44515.421,1049.49,1.378,1,0.9,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,"neither",0,0,0,0,0,0,0,0,0,2,0.038,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.45,0.05,2,112.5,2.5,1,7.7,NA,1,28.5,NA,2,24.4,1.1,1,0.75,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lakeview Lake (Willow Lake)","8/18/2006","8/18/2006","2006","West Hartford",41.8031,72.772,"CT","CAES","N","N",1.09,13252.673,548.24,1.343,1,NA,0.5079,NA,NA,"Y",0.1605,0.1605,0.1605,0,0,1,0,0,0,0,1,0,0,7,2,5,"SAV",0,0.00202,0,0,0,0,0.15848,0,0,1,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.8,NA,1,178,NA,1,4.6,NA,1,20.4,NA,1,63.9,NA,1,1.3,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Larkin Pond","7/3/2011","7/3/2011","2011","Middlebury",41.501,73.1117,"CT","CAES","N","N",3.44,34058.9,882.43,1.349,3,NA,0.6508,NA,NA,"Y",0.0094,0.0094,0.0094,0,0,1,0,0,0,0,0,0,0,11,1,10,"SAV",0,0.00936,0,0,0,0,0,0,0,2,0.056,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.65,1.55,2,130,40,1,12,NA,1,27.6,NA,2,13.9,1.1,1,0.8,NA,"",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laurel Lake","combined","8/28/2012","comb","New Hartford",41.8874,73.02,"CT","CAES","Y","N",6.47,64749.7,4271.3,1.388,7,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,"SAV",0,0,0,0,0,0,0,0,0,2,0.044,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.35,0.25,2,111.5,17.5,2,7.9,0.4,2,20.85,4.45,2,32.25,34.95,2,3.6,0.4,"",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Linsley Pond","8/25/2005","8/25/2005","2005","Branford, North Branford",41.317,72.7848,"CT","CAES","N","N",9.27,92673.012,1237.56,1.183,13.41,6.25,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,"SAV",0,0,0,0,0,0,0,0,0,2,0.174,0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.35,0.05,2,299,41,1,7.7,NA,1,25.3,NA,2,100.5,15.75,1,4.5,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Long Meadow Pond","combined","6/27/2012","comb","Bethlehem",41.6537,73.2104,"CT","CAES","Y","N",40.47,404685.642,1468.28,2.168,2.134,1.28,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,"SAV",0,0,0,0,0,0,0,0,0,2,0.0964,0.0384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.925,0.575,2,88.05,6.45,2,0.05065,0.04915,2,24.55,0.85,2,17.8125,0.9375,2,1.85,0.25,"",1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0
"Lower Moodus Reservoir","combined","7/20/2009","comb","Moodus",41.5145,72.422,"CT","CAES","Y","N",50.99,509903.91,5306.19,2.115,4,2,0.8154,NA,NA,"Y",1e-04,1e-04,1e-04,0,0,1,0,0,0,0,0,0,0,36,1,35,"SAV",0,0.00012,0,0,0,0,0,0,0,2,0.034,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.025,0.225,2,72.3,6.3,2,0.05065,0.04915,2,28.85,1.85,2,10.325,1.675,2,1.75,0.25,"",0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
"Lower Pond","9/13/2006","9/13/2006","2006","Lyme",41.3928,72.3791,"CT","CAES","N","N",1.62,16187.426,561.3,1.252,1.7,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,"SAV",0,0,0,0,0,0,0,0,0,2,0.0165,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.55,0.15,2,54.8,1.3,1,3.5,NA,1,16.6,NA,2,6.3,1.7,1,1.6,NA,"",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Lower Yaphank Lake","combined","2/29/2012","comb","Yaphank",40.8347,72.9181,"NY","MJM","Y","N",10.12,101150.13,3548.44,3.147,2.134,NA,0.9263,NA,NA,"Y",0.1433,0.1665,0.1308,0,0,1,0,0,0,1,0,0,1,7,3,4,"SAV",0,0.01013,0,0,0,4e-05,0,0.09769,0,4,0.0184,0.00087,4,0.034535241,0.003058594,4,1.38216,0.44772,4,0.596649109,0.131422686,4,0.04880053,0.021127448,NA,75.1302,NA,4,7.03,0.190249288,4,154.3125,3.765198368,3,8.033333333,0.750740375,3,27.025,1.089724736,NA,NA,NA,NA,NA,NA,"",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lucky Pond (Galko Farm Pond)","combined","7/13/2012","comb","Wallingford",41.4647,72.8564,"CT","CAES/MJM","Y","N",0.4,7109.305,400.471,1.776,2.5,NA,0.2977,NA,NA,"Y",0.1038,0.2064,0.0012,0,0,1,0,0,0,0,0,0,1,8,2,6,"SAV",0,0.00113,0,0,0,0,0,0.00052,0,3,0.0877,0.0537,NA,NA,NA,3,1.78946,0.30632,NA,NA,NA,NA,NA,NA,NA,35.0221,NA,3,6.9667,0.7075,3,184.1333,38.4285,2,7.65,0.85,2,25.55,2.75,2,53.63,12.5,1,0.7,NA,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Reservoir  1  large","combined","7/13/2012","comb","Wallingford",41.4428,72.7722,"CT","CAES/MJM","Y","N",135.34,135335.418,2077.364,1.593,3.8,NA,0.7024,NA,NA,"Y",0.0043,0.0086,0,0,0,1,0,0,0,0,0,0,1,11,2,9,"SAV",0,0.00858,0,0,0,0,0,0,0,2,0.0317,0.0158,NA,NA,NA,3,2.13044,0.25195,NA,NA,NA,NA,NA,NA,NA,44.7637,NA,2,7.1508,1.1142,2,210.7833,70.7167,3,8.866666667,0.554777233,3,29.83333333,0.317979734,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Reservoir  2  small","combined","7/13/2012","comb","Wallingford",41.4428,72.7722,"CT","CAES/MJM","Y","N",59.8,59802.595,1325.042,1.528,3,NA,0.526,NA,NA,"Y",0.0767,0.1421,0.0113,0,0,1,0,0,0,1,0,0,1,11,3,8,"SAV",0,0.03017,0,0,0,0.00083,0,0.04573,0,3,0.0385,0.0171,NA,NA,NA,3,1.38482,0.37793,NA,NA,NA,NA,NA,NA,NA,46.0027,NA,3,7.8539,0.5607,3,248.8889,33.8097,2,6.466666667,0.466666667,2,26.58333333,3.383333333,2,62.65,5.5,1,0.9,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mamanasco Lake","combined","9/11/2012","comb","Ridgefield",41.3201,73.5272,"CT","CAES","Y","N",35.7,357034.804,3564.977,1.674,3.353,2.286,0.4486,NA,NA,"Y",4e-04,7e-04,1e-04,0,0,1,0,0,0,0,0,0,0,11,1,10,"SAV",0,0.00042,0,0,0,0,0,0,0,2,0.0524,0.0177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.8,0.1,2,271.25,30.75,2,0.05065,0.04915,2,24.4,2.8,2,75.1875,0.1875,2,1.4,0.6,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Merriman Pond","9/8/2005","9/8/2005","2005","Watertown",41.6347,73.1139,"CT","CAES","N","N",14.37,143663.403,2854.97,2.145,3,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,"SAV",0,0,0,0,0,0,0,0,0,2,0.0395,0.0105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,2,100.5,40.5,1,4.8,NA,1,22.4,NA,2,33.75,22.5,1,1.5,NA,"",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Messerschmidt Pond","8/16/2005","8/16/2005","2005","Deep River, Westbrook",41.3388,72.4838,"CT","CAES","N","N",29.54,295420.519,3690.49,1.924,4.877,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,"SAV",0,0,0,0,0,0,0,0,0,2,0.0355,0.0095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.2,0.2,2,130,65,1,5.5,NA,1,27.4,NA,2,46.13,39.375,1,2.8,NA,"",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0
"Mill Pond  North Basin","combined","2/27/2012","comb","East Setauket",40.9465,73.1156,"NY","MJM","Y","N",1.5,14654.92,579.23,1.35,2.286,NA,0.7651,NA,NA,"Y",0.4185,0.5652,0.0747,0,0,1,0,0,0,1,0,0,1,6,3,3,"SAV",0,0.02422,0,0,0,0.02272,0,0.21842,0,4,0.02579,0.0023,8,0.03684,0.006347273,4,3.37961,0.38448,8,0.60323,0.141200138,8,0.05011,0.021954191,NA,131.0642,NA,7,8.33,0.52,8,210.56875,14.02495763,7,8.017857143,1.054422578,7,25.72142857,1.261747519,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mill Pond  South Basin","combined","2/27/2012","comb","East Setauket",40.9444,73.116,"NY","MJM","Y","N",1.13,11440.06,776.43,2.06,1.219,NA,0.5827,NA,NA,"Y",0.53,0.6969,0.2245,0,0,1,0,0,0,1,0,0,1,6,3,3,"shift",0,0.26332,0,0,0,0.0236,0,0.16529,0,4,0.02366,0.00133,6,0.05048,0.01191952,4,4.58481,0.32402,6,0.89752,0.117693132,6,0.12464,0.048580281,NA,193.8149,NA,6,6.82667,0.185464881,6,209.04861,9.53901987,5,7.6,1.205680997,5,20.34,0.528036194,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
